id,instrument_name,category,issuing_authority,index_source_url,canonical_url,expected_version_hint,status,source_document_id,last_checked_at,notes
JOO-LPP-009,City of Joondalup Development Proposals before the State Administrative Tribunal Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Development-Proposals-before-the-State-Administrative-Tribunal-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-010,City of Joondalup Environmentally Sustainable Design Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local Planning Policies/Environmentally-Sustainable-Design-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-011,City of Joondalup Home Business Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Home-Business-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
PC-003,Residential Design Codes Volume 1 Explanatory Guidelines,planning_code,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/state-planning-policy-73-residential-design-codes,https://www.wa.gov.au/system/files/2024-04/r-codes-vol-1-explanatory-guideline_2024-mar2024.pdf,Mar 2024,extracted,,2026-06-10,R-Codes companion document
PC-004,Residential Design Codes Volume 1 Practice Notes,planning_code,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/state-planning-policy-73-residential-design-codes,https://www.wa.gov.au/system/files/2024-04/r_code_practice_notes_april2024.pdf,Apr 2024,extracted,,2026-06-10,R-Codes companion document
SPP-024,State Planning Policy 2.1 Peel-Harvey Coastal Plain Catchment,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,https://www.wa.gov.au/system/files/2021-06/SPP_2-1_peel_harvey_coastal_plain_catchment.pdf,,out_of_scope,,2026-06-10,"SUPERSEDED: replaced by SPP 2.9 Planning for Water (SPP-007, in corpus) per SPP 2.9 replacement list; wa.gov.au pages removed"
SPP-025,State Planning Policy 2.2 Gnangara Groundwater Protection,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,https://www.wa.gov.au/system/files/2021-06/SPP_2-2_gnangara_groundwater_protection.pdf,,out_of_scope,,2026-06-10,"SUPERSEDED: replaced by SPP 2.9 Planning for Water (SPP-007, in corpus) per SPP 2.9 replacement list; wa.gov.au pages removed"
SPP-026,State Planning Policy 2.3 Jandakot Groundwater Protection,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,https://www.wa.gov.au/government/publications/state-planning-policy-23-jandakot-groundwater-protection,gazetted 11 Jan 2017,out_of_scope,,2026-06-10,"SUPERSEDED: replaced by SPP 2.9 Planning for Water (SPP-007, in corpus) per SPP 2.9 replacement list; wa.gov.au pages removed"
SPP-027,State Planning Policy 2.7 Public Drinking Water Source,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,https://www.wa.gov.au/government/publications/state-planning-policy-27-public-drinking-water-source,,out_of_scope,,2026-06-10,"SUPERSEDED: replaced by SPP 2.9 Planning for Water (SPP-007, in corpus) per SPP 2.9 replacement list; wa.gov.au pages removed"
SPP-028,State Planning Policy 2.10 Swan-Canning River System,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,https://www.wa.gov.au/government/publications/state-planning-policy-210-swan-canning-river-system,Dec 2006,out_of_scope,,2026-06-10,"SUPERSEDED: replaced by SPP 2.9 Planning for Water (SPP-007, in corpus) per SPP 2.9 replacement list; wa.gov.au pages removed"
SPP-029,State Planning Policy 4.3 Poultry Farms,SPP,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-codes-and-state-planning-policies,,,blocked,,2026-06-10,historic policy cited by SPP 2.5; no current official source located on wa.gov.au
DC-018,Development Control Policy 2.3 Public Open Space in Residential Areas,DC,Western Australian Planning Commission,https://www.wa.gov.au/organisation/department-of-planning-lands-and-heritage/development-control-and-operational-policies,https://www.wa.gov.au/government/publications/development-control-policy-23-public-open-space-residential-areas,,blocked,,2026-06-10,wa.gov.au page removed; being replaced by Operational Policy 2.3 Planning for Public Open Space (draft on haveyoursay.dplh.wa.gov.au); historic DC 2.3 citations remain a documented gap
PB-008,Planning Bulletin 37 Model Text Provisions for Structure Plans,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_37_Draft_Model_Text_Provisions_Structure_Plans.pdf,,extracted,,2026-06-10,
PB-009,Planning Bulletin 70 Caretakers Dwellings in Industrial Areas,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_70_caretakers_dwellings_industrial_areas.pdf,,extracted,,2026-06-10,
PB-010,Planning Bulletin 72 Child Care Centres,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_72_Child_Care_Centres_0.pdf,,extracted,,2026-06-10,citation-gap closure: cited by MEL-LPP-011
PB-011,Planning Bulletin 87 High Pressure Gas Transmission Pipelines in the Perth Metropolitan Region,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_87_High_Pressure_Gas_Transmission_Pipelines.pdf,,extracted,,2026-06-10,
PB-012,Planning Bulletin 97 Street Tree and Utility Planning Amendments to Liveable Neighbourhoods,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_97_Tree_and_Utility_Planning.pdf,,extracted,,2026-06-10,
PB-013,Planning Bulletin: Parliament House Precinct Policy,planning_bulletin,Western Australian Planning Commission,https://www.wa.gov.au/government/document-collections/planning-bulletins,https://www.wa.gov.au/system/files/2021-07/PB_Parliament_House_Precinct_Policy.pdf,,extracted,,2026-06-10,
JOO-SCH-001,City of Joondalup Local Planning Scheme No. 3 - Scheme Text,scheme,City of Joondalup,https://www.wa.gov.au/government/document-collections/city-of-joondalup-planning-information,https://www.wa.gov.au/system/files/2026-04/joondalup-3-schemetext21.pdf,Apr 2026 consolidation,extracted,,2026-06-10,citation-gap closure: cited by 10 Joondalup LPPs
